corpid,score
736447,1.0
725969,0.9906110451743377
1250807,0.9661119761158092
1229926,0.9539947016381555
746260,0.912073843760486
1250612,0.8925569333572229
1262203,0.890911378041919
1231617,0.8899733170626901
1266817,0.8806572465488284
1250372,0.851749485893275
2437392,0.835853667486271
1242804,0.8307171409068275
1250234,0.8152132920814447
1261697,0.8117365512949037
1029519,0.8053776055076818
1265737,0.7923045485304059
1271915,0.7870242749530179
1087236,0.7757589449136929
1266819,0.7698264718497421
1250194,0.7682354018417286
721249,0.7581883319539209
1250238,0.7558835146945728
1262204,0.7531682124279038
1250789,0.7526164690008781
1250873,0.7249589187161466
756461,0.7196280163413896
1034899,0.7144803605715307
1291594,0.7139864849381857
1262285,0.7124534326657184
1062475,0.7040927265088543
1073037,0.7029758936916182
744681,0.6977152901741341
1262206,0.6891014685892228
1011289,0.6880109440131018
1164931,0.6815718297235996
1266626,0.675520917725273
1337714,0.6743620316449684
766733,0.6741769413007263
1270452,0.6640071290865511
1015052,0.6618984638434681
739281,0.6600450678653523
2435527,0.6580937968318707
2277941,0.6569868477354037
2437376,0.656399785295584
1227929,0.6550578167131074
1172962,0.6505540022476307
1264314,0.6462067498260728
1086405,0.6408910752995067
768486,0.6377106223462716
1266619,0.6375022060781805
1262236,0.6346921112183346
1262435,0.6343172310593679
730986,0.6263549650432478
1251139,0.6248179075037235
1265710,0.6226633935316834
1266810,0.6216857217179191
1791093,0.6211102212966196
1282042,0.6209387208421816
1297300,0.6193181623821241
723423,0.6171358534611201
1262210,0.6150998986499543
1262245,0.6143968315584581
1334288,0.6106237980452189
2435250,0.6100256551019415
1006323,0.608529958962442
2491707,0.6014329939614624
1008193,0.5983582788469033
1256186,0.5960432538450998
1272500,0.5959056478510593
1246014,0.5952919918644345
2434320,0.5944971271788172
723008,0.5943770526570866
1046730,0.5924364283841784
1271460,0.5923404971421244
2437415,0.5922838850363726
733564,0.5922313682095827
1250776,0.5905685759935034
732328,0.5902162744456468
5817,0.5887736864292656
2437234,0.5884116454438795
1018494,0.5861237297288209
1281971,0.585392196274955
1256075,0.5852731869852096
1131000,0.5849671165896813
2312107,0.584656142241826
1124623,0.5824902145419093
1333655,0.581814914790237
1682451,0.5799752564297066
2471972,0.5796781499253005
760851,0.5779360357713468
352240,0.5765798648665945
741373,0.5739608610938528
1333787,0.5722365931062211
1249856,0.5713931053078383
1061245,0.5707834304542364
1265727,0.5706112533116466
1264714,0.5705335158496259
1965468,0.5683148235214224
759344,0.5666385130291457
2354326,0.5662757685508913
725383,0.566035794673993
1262410,0.5626899576098674
745425,0.5626530980209997
1229074,0.5604827270334942
573669,0.5601706888964311
1304658,0.5590293528315349
1025641,0.5585427625775397
2434975,0.5574840141014364
1169069,0.5548906543513143
2477657,0.5544529657669505
1269940,0.5527546148502167
1177057,0.551561712346933
2449511,0.5512463732437963
1250339,0.5477907872788689
749360,0.547397087786437
1103867,0.5473709319819182
2493949,0.5472864672100569
1125150,0.5467597462774479
1175221,0.5462132755741647
1111375,0.5458690639135622
787593,0.545108754087052
1371269,0.5428273844053634
1245730,0.5422596526314877
1267291,0.5402238818608239
1231818,0.5401477178783647
1333710,0.5400363669240884
1280943,0.5394293566045631
1119668,0.5392032501993567
1005242,0.5375688128217646
735175,0.5360692514322715
1262164,0.5358719441750069
1122760,0.5349769546006465
2437515,0.5349475256679513
1163263,0.5343845550538541
2196529,0.5333735221968954
1250177,0.5328508770039921
755889,0.5320164693979478
798447,0.5311959614396954
733315,0.5301768612951677
2437241,0.5289773805269972
1266106,0.526458785415822
1247287,0.5261964520121086
1319378,0.5259431917392047
1010849,0.5244806988748014
2435493,0.5238692951490764
1019348,0.5236362579249351
733115,0.522973172906473
724717,0.5226461857431002
723340,0.5224121132461336
720934,0.5220493022443435
1337795,0.5212122495805993
732483,0.5203274954907547
1173740,0.5200720779507958
1293992,0.5183223498164152
767807,0.5181616569290176
490378,0.5155528459424445
1266107,0.5153804352626203
1019354,0.5132838340129262
1055983,0.5121595368696652
2489888,0.5118538833442825
1145135,0.5092937696806498
1308397,0.5091509660821342
1271247,0.5090231187693006
281392,0.5087675947433589
1284757,0.5070903921360406
725363,0.5070070322860943
2437350,0.5064790044478333
724636,0.5044744032431
1269980,0.5037197995579391
721441,0.5036926317983327
1009976,0.5035782178681593
1266616,0.5012771439545034
754906,0.5010658314234486
1307139,0.4998941307229818
1228389,0.4997205098514261
1269939,0.4993099149444394
1282289,0.4990448300679962
1049099,0.4984078630986765
1015402,0.49813246407657175
1180391,0.49786082755697714
2435216,0.49751235092796164
1262351,0.49742717833893246
2489440,0.4959282596461603
736731,0.49560667343385273
1334860,0.49533909384316116
620792,0.49498360093543825
759881,0.49442796441848524
773720,0.4931373817836677
286260,0.4930091270253903
1266196,0.4917859636526116
1261721,0.4903506927690337
1266683,0.4896435762129984
1018362,0.48920626366804704
1069577,0.48913652440324384
156795,0.4890823498624249
1293955,0.4886128101335942
1001312,0.48769389136607566
2449603,0.4875534068898495
39504,0.4875331535071931
778691,0.4874530300803709
2203885,0.4869304935879805
1262160,0.4864928941940639
1262152,0.48644420882563283
77314,0.485863545263144
1336756,0.4854135608668807
1244048,0.484856015371326
1265719,0.4848112681942507
759295,0.4839674683019362
758436,0.48394242970792617
1105494,0.48352021814974583
1029147,0.4831220533614749
1266688,0.4826922584220432
1262415,0.48261464208012606
1252549,0.4825202213366118
2434581,0.482050479671217
1338021,0.4819506901907865
2489647,0.4802037514924044
1727785,0.48004736943898546
1011289,0.479953192866368
79858,0.478149274204395
2246498,0.4777730132755361
1333633,0.47740009179586784
1410393,0.4766554847892395
1279091,0.47651514571964176
1264724,0.4761679024106928
784743,0.4761212349302738
1046196,0.47611782414271864
1025525,0.47597650382214735
580573,0.47563998382898504
1089745,0.4755288662205842
1006931,0.474272998535638
1333782,0.4742236264990298
1227897,0.47326098310157744
1266265,0.47273729987627244
1334872,0.47239370817317844
1266746,0.47199850647321157
2437464,0.47182753235094105
1256490,0.4711922841240651
1036582,0.4694708889048179
28435,0.46933947871588333
1050641,0.46917198838190416
2489497,0.46911622220214977
1333588,0.4682264654591341
1019592,0.46794957881541244
1333797,0.4673606964257392
2418490,0.4670613265869596
1307758,0.4669582938234941
1333689,0.4666252065525028
1069380,0.46566518235867216
1293974,0.4653852676347399
1227933,0.464729324548676
1089932,0.46470692284296744
775624,0.46402340872948084
790417,0.46381006266509844
1333772,0.4635338757265228
1265607,0.46318120124236994
1265009,0.46316175014453353
792264,0.46277996473653166
749128,0.46262207794656857
1216581,0.4624097275155008
1266109,0.4619773717628064
1007792,0.4612266845272103
1270514,0.4605675234658471
1262166,0.460505481174358
1229753,0.4597800287897776
1273337,0.4594439670512275
2445985,0.45899805871472105
758294,0.4582406858651554
723906,0.45793444390529514
1144273,0.45772397019498035
1141113,0.4576568725191686
762187,0.45751573169248627
1124397,0.4574940734325965
1276957,0.4572992303971067
2487816,0.45675277034012957
1108768,0.45661563790316767
1138657,0.45656887557483783
1119824,0.45650512411758554
2496010,0.4563100625412377
2435193,0.4562496361850891
1336311,0.45608729796822456
1006733,0.455433265239034
790459,0.45483347181875394
1147772,0.454758796999007
775827,0.4545243058334525
