son,parent
1173661,1034899
1029163,1062835
1053844,1149348
2333417,2437584
1202665,751709
1106271,156795
1097732,156795
1190687,403884
1038322,403884
2285658,1250789
1205585,1012551
1037893,1265981
1487767,1266320
1127585,1088139
1023047,726537
2355106,736548
1791822,1011289
1111467,1262285
1312298,1016995
1116209,1262426
2012533,1078324
1094003,1078324
2085071,1122477
1282890,1139391
1943577,2440927
1457661,1011289
1457617,1011289
1457601,1011289
1457561,1011289
1457541,1011289
1457485,1011289
2008003,1262245
1225719,1262245
1103761,1262245
1072662,1123863
1039615,1123863
1757350,723008
2196806,723008
2196782,723008
1233871,726068
1276172,1244903
1231823,759362
2215888,794277
793704,794277
538700,794277
1266305,1250177
1113081,1256508
755453,1256508
2238486,1015741
1099418,1015741
2324306,1015741
2324246,1015741
799227,1015741
1743882,1266772
1019722,1266772
2343621,1279036
2272733,2272726
2374577,2455933
2413632,723008
1064100,1257046
1062972,1257046
2445947,1123127
1887316,1015741
1504211,1015741
1258002,748432
2354730,773325
1075998,1250421
1209413,1164552
1452611,1164552
1178256,1164552
1680657,2005451
2354726,773325
1000235,728154
2416195,787593
1837221,787593
1248649,787593
1762784,787593
1006160,1249310
1386544,1013974
1031601,1013974
1249207,1017105
1348773,1267583
1061186,1025525
1275389,1025525
1246358,1025525
1103648,1026584
1214406,1282708
2244863,1132564
1015157,1132564
1124129,787593
1082172,1332116
1250151,1250219
793323,1250219
757049,1250219
1266854,1332116
1060242,1332116
2454161,735175
1257171,759344
1002754,1003515
2363203,1004511
1151581,1265758
1197156,1266690
1411147,1027019
1212293,2104835
1331764,1304092
1351312,1075690
1254115,1078345
1829069,1262351
1829061,1262351
1829037,1262351
1321066,1304092
1031096,1075690
1265134,1145135
1623131,755889
1281152,769306
743998,798683
1207806,1050595
1041815,1050595
1145313,1149710
1278275,1162162
1018820,1265719
2340909,1269903
1394301,1025456
1043039,1294049
1045468,1065048
2026130,1089050
1211519,490424
1089508,490424
2450512,738409
1077481,1244902
1078325,1250373
732358,1250373
1179362,1266110
1249470,1266134
1568428,1065361
2259693,1667576
2341559,728154
1226581,749128
2183604,787593
1031253,787593
2322473,787593
1087745,1249310
1146124,1003415
723081,1013974
1121644,1017105
1254019,1025525
1269797,1030585
1177024,1284361
1190175,1062278
1871285,1065454
1118484,1065454
1454714,1332116
1103002,1332116
1257224,1179314
1072119,2435188
1667352,1667351
1223661,787593
1180350,787593
1090001,787593
2018755,1207062
1744466,1207062
1077191,1207062
1784680,1250219
1200156,1332116
1455236,1332116
1016985,769807
1353730,485446
1016427,738565
1133924,787681
1072055,787681
1699967,1273380
1797655,1273380
1226119,1037052
1769166,1064471
1118198,1245896
1448374,745425
1275474,745425
1237591,745425
1186427,759561
1014924,759561
2490183,1258305
2254515,1013729
1248543,1261592
1002202,1265298
1183925,1027080
1046979,1035611
1272577,1035611
2439083,1058461
1471456,1124004
1246898,1179017
1072544,31247
1618505,759524
1264860,1245896
1322111,1268531
1070552,1245896
1064930,1245896
1031272,1245896
2115911,725657
1910307,764075
1186631,1012393
1280207,1269903
1160156,1089050
1166296,1093832
2416246,1111694
1031588,1111694
1509411,1147973
2083329,730986
1270026,1089050
2421727,1093832
1217329,1111694
1916645,1111694
1150693,1111694
1329585,1163068
1101316,1201513
1176430,1218021
1113015,1227954
2419165,1751142
2199466,1751142
1053870,730986
1047440,730986
2348004,730986
1788170,730986
1040637,730986
2260598,730986
1027643,730986
1196495,730986
2432854,730986
1635052,730986
2260881,730986
1146437,730986
2127604,730986
2030716,730986
1078314,733315
1332055,1273618
790160,769807
1464084,1251139
1181303,1251139
2496183,1251147
737448,1261738
1101814,1262160
2363503,1265798
1480227,1333742
1256241,1083573
1541148,1087236
1016996,1087236
1857249,1101796
2407198,1172269
1126422,742833
1110376,1251139
2496175,1251147
2496151,1251147
1229222,1251147
1227283,1251147
1378310,2449990
1151333,1051567
2268004,1346981
1346984,1346981
2495665,1106695
1032356,1174330
1172965,39504
1351678,39504
1797272,39504
1000213,790550
536334,1048857
1145958,722081
1272342,722081
1009712,722081
1146241,722081
1065348,722081
1471827,739281
1176317,739281
2246421,739281
1267717,739281
1185175,790237
1739067,1250500
1284430,1250500
1322333,1264907
1792366,1264907
2365403,1266338
1274306,1031005
1736314,1124339
2434862,1124339
1127362,1124339
2493954,1170797
1216449,2489960
2358244,2489960
1045946,1250731
1197781,749128
2491933,769807
1617804,787593
1336477,787593
1278739,787593
1263244,1017105
1150032,1025525
1075000,1025525
1065607,1025525
1455131,1332116
2409300,2435188
1209507,787593
1018269,787593
1096351,787593
1207997,1025525
1255120,1025525
1744449,1207062
1284314,2490010
1454797,1332116
2464152,248298
1173398,248298
492051,786721
1066313,1250373
794487,1250373
1064245,1256260
2496070,1262203
2355164,1266713
2436942,1044179
1988492,787552
1011553,1265675
1104087,1088987
1016884,1088987
792085,2491769
1144703,1004920
1251309,1088987
1120434,1227101
2030726,730986
2015489,730986
2040630,730986
1143042,730986
1050385,730986
1119132,730986
2094657,730986
1542713,730986
1132633,1089050
1078296,1751142
2138554,723008
2135892,723008
1003865,723008
1266607,1250177
1266324,1250177
1659454,1006393
1464547,1256508
1243564,1257046
1038713,1262206
1679420,1015741
2425657,1015741
2449424,1267354
1466170,1023522
1127086,1123486
1024636,1425040
1084204,2455933
1266312,1250177
1187184,1257046
1966203,1123127
1383851,1123127
1831759,1015741
2285201,1015741
1212403,720939
1336735,1240668
2238088,751530
2440092,1013120
1157550,1265976
1074232,1265976
2421625,1266658
1314677,1038644
2489413,1289628
1012958,1233008
1251821,1299846
2449974,1065421
1461030,1321409
1161766,1075374
1793365,1075374
1160161,2252219
1628654,1262291
1692692,722081
1077277,722081
2119785,722081
2291983,135322
1528812,625705
2268782,725352
2495122,1250238
1092300,1250238
1009440,1266273
1264283,1025850
1163829,1088987
1254417,1102167
1068947,1200182
1479135,1479292
1273198,1004920
1111612,1227101
1123777,729460
1015458,729460
2277601,1242804
2238099,1242804
1123470,756461
1263485,756461
1250484,792230
1228371,1264727
1730681,1265671
1930187,1266626
2304184,1266626
1270434,1271220
1129813,1271907
1120852,1029147
1225331,1031102
1977031,1456091
1688407,1266626
1451510,1271297
1008457,1271297
1568175,1031102
1000659,1076015
1201748,1149710
1665699,1175221
1124096,1271250
2034325,1107544
1138807,723340
1111915,1013365
2329247,1019348
1783343,1019348
1320146,1279834
1218676,2081260
1310162,1310164
1027330,1073093
1249377,1082711
1138116,1133376
2377077,1019348
1484526,1271654
1052599,1082711
1225683,181697
1649817,741126
1042286,741126
1253909,760851
1707178,1244067
1060490,1265305
1045482,1027773
1427609,1035158
1030837,1073499
1017573,1073499
1778903,1073499
1014509,2426186
2440044,2440004
1774406,1265305
1193112,181697
1030128,754795
2491269,775624
1562773,1265305
1282233,1267875
1028293,1025641
2208337,1035158
2156399,1073499
1184326,1136789
1679571,1265305
2315983,727070
1054197,754906
1078290,772226
1032494,1250119
1098284,1265790
1266255,1108768
1253401,1175417
1250638,1228385
1804023,754906
1327210,1281947
2246242,2489647
1064449,1002889
1011597,1252681
1249161,1264714
793498,1266687
793044,1266798
797325,1282242
1273239,1057853
1242534,2112247
1335909,1309623
1619469,2419468
1792730,1900971
1852933,1485742
2266828,725997
1534637,728264
2296007,756015
2170523,1245172
2170306,1245172
1036110,1003003
792353,1266700
1195365,2422851
785013,1228379
1047165,1229692
1146025,1245172
1224942,1250372
1137187,1273358
1068375,1032846
1281304,1284802
1805246,20858
1127673,759524
1209287,1245896
1250664,1266471
1111997,1075795
1252519,1228477
2221801,352240
1599172,1265739
1837250,1265739
1361173,1266510
2444708,1131316
1326768,1168296
2431392,2431394
1213803,1958724
1599224,1265739
1120018,1271481
2302100,748315
2298410,760564
1131172,1000530
1003513,1003515
1943794,1253072
1231491,1012675
1353815,1289848
1056686,1127990
1243972,1131604
1029770,1145135
1635114,1153196
2052204,1633116
1059421,756842
1050627,756842
1829064,1262351
1829032,1262351
1044309,1262351
1335688,1145135
2489462,720939
1019387,720939
2277405,751530
1795304,794445
1461453,1250194
1319139,1005157
1651822,1266237
2246476,1266237
1379741,1266237
1631271,1337771
2025103,1846683
2321911,1200784
787143,753450
2234499,1247287
1791831,1011289
1791373,1011289
2008099,1262245
2137137,1262245
1073610,1265646
1133596,1266265
2430992,1024886
2336906,1024886
2240743,1282010
1012954,1333651
1749733,1078324
1727748,1078324
2329642,1078324
2400385,1092533
1079124,1103275
1457636,1011289
1457576,1011289
1457504,1011289
1457500,1011289
1457476,1011289
1634642,1011289
2173219,1011289
1791409,1011289
1791393,1011289
1079991,1011289
1867870,728327
1071800,728327
2252366,746859
1140570,770845
1077147,770845
1251172,1002094
2346952,1265744
2059999,1280917
1833728,1290790
1833703,1290790
723270,1290790
1480501,1308708
1204491,1090386
1122529,37556
1399495,721037
1260470,740373
1198206,747597
1057175,747597
1209251,790124
1087540,1265897
1259482,1265897
1160598,1266745
1140624,1273166
1973577,1337721
1124445,723907
2305436,2306592
2436598,1515845
2306328,1265631
2306324,1265631
1140431,1267551
1049218,1028083
1144025,1175831
1174153,403884
1765709,625705
2126534,1075691
1205250,1088987
1093154,1088987
1247684,1088987
1203533,1102167
2130099,723340
1254783,747109
1023714,1251571
1992195,1019348
1159326,1019348
1829355,1019348
1021140,1025910
1142217,1274340
1085069,1449461
1020638,2423956
1104405,2267744
1077088,740556
1110438,759561
2128832,759561
1146382,787029
1040199,787029
742849,787029
2433957,2304387
1282134,1253942
1311214,1008310
1176051,1013729
1152965,1013729
1089159,1265633
1660490,1280909
1319864,1283654
1308033,1308748
1202110,1058035
1244845,1058461
1972632,2496918
1198261,723423
1073444,723423
1284093,785974
1948005,1245172
1976541,1511787
1538021,1511787
1222504,1264115
1096245,1273358
1928079,1076628
1053100,1245172
1049313,1245172
2136978,1250372
723590,755186
1556074,768125
1161107,778931
1562087,1001312
1047748,1001312
2023838,1007745
1053482,1007745
1047644,1266339
1026602,1034899
1255337,1034899
1088410,1088714
1132375,1265713
1278682,1278073
1027419,1332238
1018518,1332238
2393380,1235272
2238304,403884
2093869,403884
2192426,725249
1284893,725249
1527641,756197
1487764,1266320
1250249,1266320
1332190,1293892
1049261,1091753
2460969,1579619
1146763,1113398
2198913,1113398
1067071,1630397
1411134,1223092
1320992,725279
1584866,1243450
1538854,1243450
1065861,1265657
762393,1265657
1185181,1285507
2359631,1297209
1979996,2368980
1184894,1149632
1185121,1179837
1285584,784743
2021252,738409
1230776,1002974
2495950,1262203
1465332,1262203
1150353,1266110
2355193,1266713
2355189,1266713
1112713,1097515
1223171,1100842
1267310,1152669
2411635,723008
2196734,723008
1493165,723008
2334693,725383
2340167,1250177
1107356,1250213
1124076,1262194
1955572,1015741
1251030,1015741
1140025,1265768
742197,1266772
1026463,1023522
1964226,1279032
1284280,1284284
1077391,1088755
1869831,1425040
2331075,1425040
1646770,2272726
2023099,2455933
1038699,1015741
2406623,1015741
1256911,1015741
2097983,1090386
1270130,1090386
1512822,1092538
1058344,1098032
1494487,1149831
1336398,725363
1336338,725363
2361494,403884
1192717,725249
746424,1265686
2305703,1029274
1832928,1097624
1232705,1122878
1330535,1109821
1276573,1114293
1479284,1479292
1479129,1479292
2495622,2495610
1233836,763275
750604,1265609
2495962,1029519
1250101,1029519
1506831,1029519
1506774,1029519
2157213,1080515
1989568,1130128
1244478,1228443
1188122,766733
1443082,741610
1723766,1510466
2428253,1015376
1272486,1015376
1267513,1267507
2059141,1271336
1276072,1117412
1074528,1135565
1450972,1262435
1223958,37556
1098803,747597
2406720,784762
2319257,1265897
1201703,1265905
2191227,2256606
1232254,2494365
1069034,1265897
1390224,1267496
1689656,739281
1041012,739281
1010057,739281
1390194,790237
2378604,1074933
1379715,1124339
1088019,1141129
2009159,2489960
1101106,1250731
794448,1250731
1329439,742929
2303264,744318
1107893,788664
1101781,788664
1050760,789700
1871362,1265731
2445060,1075707
2429065,1336428
1038716,1336428
1081273,1336731
1261466,1266610
1167425,1271658
1232204,735175
2244719,741323
1256630,756842
1200054,760564
1073369,760564
1326643,760564
2298412,760564
1889554,1253072
1007248,1008340
1111816,1009021
1249944,1012675
2440973,1262351
1242729,1262359
1419619,1027019
1334305,1304092
1055303,1073000
1018090,1081007
1098937,1131604
1354740,1153196
1829078,1262351
1829046,1262351
1218656,736009
1173896,790237
1278543,1036109
752460,1100574
1048949,1124339
1273531,1182624
1030022,184469
1165650,763275
1147222,766733
1258274,1029519
1343182,1343181
1089166,1208646
2076161,1220311
2496157,755889
1122866,798683
1017074,798683
2001931,1266612
42314,1266636
2046305,2117802
1014392,1076015
1031067,1171450
2354513,1107544
1160671,1149710
1043256,183894
1331505,274494
1251895,610724
1080000,790060
2439395,1034899
1024117,1034899
1021190,1285418
1216174,1332238
1163339,790060
1278447,744617
1813712,1006536
2258402,1009407
1070789,1010809
1047130,1262420
1025407,1265946
2020019,1266612
2001945,1266612
2458945,1044750
2491762,1175221
1336624,1175221
2315017,1175221
1182291,1028996
2018461,31247
2054575,155369
1961803,759500
739392,1208415
1331162,1245896
1105533,1245896
1196692,156795
1860975,403884
2312058,403884
1715896,725249
2175053,725249
1239895,725249
1089174,1266196
1006213,1266196
1055601,1267742
1407406,1029274
1948946,1113398
1819132,1113398
2317732,1113398
1544536,1265914
2395003,352240
1250666,1250873
1273085,1254848
1330079,1265739
1497467,1265739
2451306,1296969
1205348,2489501
1638800,1011518
1075191,1228285
1025129,1228285
1889439,723906
2420807,723906
1051345,724717
2325389,724717
1252930,732010
1437906,750542
794450,768661
1437105,1247287
1228375,1254085
1457863,1011289
2054304,1011289
2055726,1262245
1678004,1262285
1368018,1262285
1252249,1262285
1878689,1024886
1358240,1024886
1955703,1096147
1065778,1170212
1330769,736548
1457614,1011289
1457542,1011289
1127685,1011289
1101168,1011289
2007956,1262245
1156298,1262245
1059192,1262245
1015020,1262245
1024993,725164
762060,751019
1273346,785974
1283555,796100
2185828,1511787
1251181,1271769
1012756,1076628
1680737,2422851
743253,2422851
1174216,1245172
1168191,720939
1988761,1245604
1115095,1245604
1208650,1250194
1057052,1262410
1059047,1265843
1080507,1106008
1265792,1219300
2388129,20858
1697115,31247
1219723,155369
1405960,759524
1059331,787681
1026309,791344
740227,793629
1225787,1245896
1066282,1262236
1220498,1264276
1012137,1265910
1250641,1266483
2003224,1273380
1274966,1273380
1017468,1037052
1211483,1075795
1139792,1176680
1254004,1228477
1009802,1250163
1462391,1266483
1071634,748308
1162718,768125
1065869,768125
1875881,790060
781768,1242611
1661246,1001312
2409026,1001312
2151544,1001312
1309622,1007745
2289419,1534065
1278685,1278073
1268080,1034899
790178,1034899
1110921,1159480
1475945,1001312
1167541,1007745
2378790,739281
1060655,739281
1155745,753684
2398860,1266708
1247148,1039066
2024062,1124339
1421881,1124339
1272097,1014598
1080481,1019348
1768370,1019348
1001546,1267482
1110029,1126248
1084336,1196425
1882064,1271654
2315697,1271654
1140916,1093437
1210156,28435
1400197,28435
1327127,286260
1087378,723571
1168235,735662
1272446,1272616
2023686,1052499
1040014,1216333
2023940,739281
1070654,759370
2398870,1266708
2398862,1266708
1736714,1029973
1778100,1124339
1109387,1250731
1220555,237008
1392910,352240
1780152,352240
2245746,798426
1021975,1266510
1274240,1022537
1267297,1282071
1851520,1289596
1136636,1296969
1325790,1326539
1139038,1092417
1810406,2489501
2471519,352240
1093429,1266510
1271983,1271481
1271477,1271481
1256583,1271481
1392911,352240
1440757,2039385
1118077,1022537
1019337,1022537
2393522,2393523
1104278,1011518
1072835,1011518
1011519,1011518
1256538,1271481
1043654,1228285
1016651,1228285
1683119,28705
1151390,28705
1007028,509440
798685,742968
1554414,1243167
1243346,1243167
2189505,1265690
1131709,1265925
1067040,1062475
1501736,1078204
1072858,1086677
1250110,1231617
1568987,728201
790098,1265873
1254467,1265885
1272995,1022370
2431177,1124539
1656531,1656525
1271341,1214484
1014795,1213823
2193748,468157
1166965,490424
1640587,786721
1276366,1007219
1187593,1265632
1054017,1266110
1331485,1302858
1064022,248298
2189168,742746
1546777,750621
1342943,759752
2018809,1015186
2164845,1015186
1462713,1266817
1267723,1266817
1025179,1088538
1019340,1088538
1452616,1164552
1018256,1228410
1010888,166972
1270278,1234590
1027100,744228
2447203,747597
1678191,784762
1329436,784762
2460168,792929
2007506,1001340
738472,1254662
1248735,1266239
1524155,1302432
2183724,1465468
2169086,1465468
1194671,1071122
1273219,1251717
2483151,1012603
1243731,1012603
1056714,1265591
1267063,1267507
1267059,1267507
1598378,1271336
2234983,1134521
1120677,1199982
1450956,1262435
1330531,28435
1064642,28435
1254398,28435
1206757,1259436
1120188,1108879
1257543,1216333
1054314,1108879
2270184,625705
2194558,625705
2134183,625705
1226403,1250238
1233238,1265791
2327345,1266217
1000257,1271598
1480572,1334288
1480548,1334288
1285499,1334288
1633166,1137998
1264668,1217343
2286762,28705
2488871,1234874
780315,742968
1821871,1246179
1099868,1253562
2143137,1253562
2357018,1253562
1713234,1265176
1186169,1086400
1087285,1354439
1022284,1097472
1088074,1171030
2491092,1231617
1250226,1231617
1020469,126609
1007726,248298
2193743,468157
1492529,786721
1825587,787235
1250554,1250373
2496141,1262203
2036364,1265765
1300981,1294798
1667563,1667576
2221797,352240
1209301,1045828
1799309,2393523
1246642,352240
2401123,1011518
1027269,1011518
1188976,1271481
1271475,1271481
1072433,1228285
1033650,1228285
1032486,1228285
1052157,1271481
1024517,28705
1121975,742968
2088155,752272
1171766,767807
1357880,792914
1834906,1246179
1834898,1246179
1093122,1253562
1331922,1265659
1069256,1086400
1141363,1086677
1016706,1097472
1225388,1271460
1224810,1231617
1463203,1231617
1279533,1231617
1966668,768486
1281500,1281498
1040471,1116379
2235709,1174057
1480734,1480752
1551290,1214484
1210857,1222800
1543632,1214484
1246150,1214484
783680,1214484
1779788,725657
1041703,733315
1262178,733315
1270406,765750
1227090,1269903
1280192,1269903
733133,1272353
1284204,1273618
1268836,1273618
1486796,1026637
2383834,1026637
2456096,1030191
1999142,1294760
1074363,1074364
2026151,1089050
2026127,1089050
2388762,1111694
1318613,1111877
2134055,1750333
1659994,1751142
2134079,1751142
1331869,730986
2169293,730986
1068203,730986
736245,730986
2450144,730986
1757594,730986
1748458,730986
1705960,730986
1109472,730986
1105413,1012393
1097967,1089050
1179496,775282
794481,1250275
1032038,1250908
1159474,1251139
1251202,1251139
1251314,1256211
2186397,1048737
1067387,1087236
1955306,1632807
1995245,2432662
1226484,1228389
1000037,1262706
1251041,1251147
1765656,625705
1497825,738467
1497821,738467
1273432,1260611
1720230,1266273
1271771,1064128
1165894,1088987
1092717,1088987
1244484,1088987
1025305,1102167
2494057,2475314
1284449,2495610
2252880,1249310
1225310,1011722
2265766,1264077
1126744,1266679
2487829,1025525
2284385,1025525
1283077,1025525
2064067,1025525
1003227,1025525
1096045,1332116
1345566,1132564
1253027,1156172
1124708,2490010
2450402,787593
1033805,741208
1177685,758327
1266462,1001264
1243892,1265885
2041935,1266106
2175920,1027595
1118052,1029462
1343389,1282193
1194174,1293790
2266720,1086287
1215965,1213823
1376904,784743
1584183,784743
2287323,1243450
1036169,1243450
2472006,1244048
2097009,1011266
1092237,1265752
2278264,2471803
2278220,2471803
1981388,784743
1268996,768277
1087767,1002889
1010847,1261702
1100235,1271902
2392104,2419468
1985160,1267495
1175134,156795
2347576,1241970
1441366,725249
793617,1266515
2436336,1579619
1134489,248298
1901537,786721
1435585,786721
1435242,786721
725668,1265765
2355183,1266713
2355179,1266713
1008846,1266713
1160977,1271897
1247725,1279691
2495964,1636669
1204411,787235
1135392,248298
2193778,468157
2496016,1262203
2355186,1266713
2355166,1266713
2355162,1266713
2303750,1035064
1013574,1092559
1266739,1123905
1179770,1152669
1481344,2437239
1074539,787235
1259987,763275
1274283,777224
1268497,1249045
1071163,1266190
1062649,1269988
1250121,1029519
1082001,1055983
1053682,1055983
1970277,1220311
1072665,1294336
1126387,156795
2450064,1235272
1075572,725249
1016661,725249
1068227,1265890
1028575,1265981
2491453,1266196
1495703,2270395
1198367,749128
1051527,787593
1030566,787593
1203145,1249310
1430639,1249310
1817653,1249310
2016300,1013974
1030189,1266627
2272101,1025525
1054639,1273388
1750503,1307758
2214826,1307758
1150252,1062278
2166782,1132564
2094847,1132564
1067309,787593
1059157,787593
1050144,787593
1088156,787593
1139008,1266679
1021194,1332116
1282474,1156172
2398525,1250219
793272,1250219
1289241,1332116
1016878,784743
1527647,1243948
1152315,1179837
1148741,784743
1266671,1265824
2420830,723906
1055161,768661
1758292,1262245
1112931,1262285
1124893,1262426
1885131,1024886
1636956,1029701
2020703,1081197
1812456,2440927
1086072,1208494
1385523,1247287
1457655,1011289
1457651,1011289
1457635,1011289
1457511,1011289
1149216,1011289
1107146,1011289
2007993,1262245
2007893,1262245
2007849,1262245
1136281,723008
1079649,723008
1133382,734993
1250104,778691
2340118,1250177
1266608,1250177
1266295,1250177
1110301,1007067
1055695,1262206
2279974,1015741
1131342,1123486
1137602,1153146
1975308,1425040
2435801,1215456
1093893,1257046
1036662,1257046
794641,610724
1065868,768125
1102824,790060
1670037,1001312
1078505,1001312
1040375,1001312
771493,1001312
1692844,1007745
1094994,1007745
222023,1265709
1980125,1265805
1215250,1022724
1319270,1022724
1478221,1269913
1209463,1271829
1144107,1039513
2186033,2496903
1201877,1265713
1108511,751709
1206624,1332238
1850669,725657
1333474,730986
1779427,764075
1152525,1018782
756945,1267373
1127965,1269903
1650510,1026637
2383815,1026637
1101444,1333770
2026150,1089050
1214827,1089050
1266327,1089050
763222,1089050
1064373,1093832
2322818,1093832
1010572,1111694
1196204,1113164
1033919,1113164
1228366,1123280
1418275,1751142
1828901,1751142
1369577,730986
1071039,730986
787295,730986
1219162,730986
1743562,730986
1557661,730986
1329597,730986
2017085,730986
1108349,730986
1076127,730986
1252216,1089050
1121677,757600
1102911,790060
2471289,1242611
1088619,1242611
1037934,1000183
1475721,1001312
1475689,1001312
1140599,1034899
1006075,1281964
2009414,1149348
2252218,2496903
1256739,1278073
1188146,751709
2048412,725657
748595,765320
1532232,1333770
1170079,1089050
2007664,1093832
1281516,1093832
1445667,1751142
1071172,730986
1050987,730986
1023721,730986
1563903,730986
1042651,730986
1186671,1089050
1015264,1751142
1679419,1015741
2398230,1015741
2056507,1299846
1337551,1058408
1431232,1075374
1335756,1338287
1049972,1099990
2418674,39504
1351654,39504
2395797,722081
1409572,722081
2165751,722081
1315312,722081
1023467,722081
1502951,722081
1029994,787593
1145953,1001036
2248017,1249310
2133479,1249310
1038680,1011722
1211227,1017105
1060566,1017105
2313327,1267583
1011698,1271906
1061203,1037940
1244083,1307758
1136307,787593
1185308,1262204
1061470,1262204
1203752,1013974
1087660,1332116
1033981,1332116
1744464,1207062
2398523,1250219
2398511,1250219
2299176,754906
1429424,1507078
1533826,1005885
1129412,1262355
1531063,1531062
1013794,742968
2248670,752272
738538,761679
1269173,767807
1429333,792914
2418183,1246179
1331132,1253562
1101443,1064125
2432455,1158878
1044004,1267691
1007061,2461888
1064543,126609
1311222,1022370
1462684,1284631
1108888,788664
1338437,1260241
1975696,1262153
1307790,1262277
1584012,1265731
1208294,1284757
1855858,2437237
1056644,779929
1147174,720990
2258325,727070
1871107,727070
1166457,731266
2489593,754906
1752855,754906
1280104,1280103
1668453,1033556
2356942,1035158
1919843,1073499
1790251,1073499
1090289,1074065
2305893,2437538
1457281,1245801
1755321,1265305
1000239,728154
1029692,749128
735007,769807
2497358,787593
1650740,787593
1266786,1001036
1056138,1001837
1137362,1249310
1386548,1013974
1226168,1017105
1211595,1017105
1237890,1017105
1250593,1025525
1250466,1025525
1193730,1030585
2214825,1307758
1454127,1332116
1025449,1332116
1145542,1132564
1012009,1132564
1213812,787593
1163707,787593
2271423,1013974
1134959,1025525
1335806,1207062
1222225,1332116
2436192,1332116
1454809,1332116
1169620,1332116
2272988,1319378
2486015,1088211
1125051,1088352
1044912,1088352
2388542,2257698
2392539,754906
1355466,754906
1804021,754906
155803,782851
1245002,788857
1102840,1003067
2315852,1015186
1076574,1088538
1013308,1088538
2201178,1164552
1646885,28435
1025817,28435
1146635,739561
1256791,739561
2446948,769635
1310298,1020647
1126638,1265986
1015183,1272853
1004485,1272853
1326046,1279727
1823828,1052499
1885456,1074704
1478219,1108879
1184246,1184247
1929816,1211492
1257520,1216333
1071432,1266283
1478187,1108879
1131553,720990
2004405,754906
1259683,757958
2017342,1015153
1540062,1025246
1124015,1046730
1057605,1046730
1012341,1046730
1872454,1319378
1052342,1069277
1096198,1088352
1019079,1262355
1199569,1281947
2450625,1228385
783242,1025708
1174625,1250119
1425910,1262395
1042945,1265790
1281926,1281927
2486016,1088211
1268441,1088352
1690022,1089087
1606242,1228385
1587085,1228385
2027949,754906
2315230,1025708
1112535,90792
1965683,725363
1867872,728327
1106558,746859
1084990,758749
1102474,770845
1148659,1005644
1053597,1005644
1034230,1005644
2341601,1264465
2088902,1271506
1218280,1090386
1270132,1090386
2404484,2284059
1861895,1081583
2375338,1081583
2336634,1081583
1524012,1081583
1824991,562295
1602776,725997
1053908,725997
2271725,786142
2170250,1245172
2170190,1245172
2307532,1511787
1044334,1262393
1266755,1015518
1047896,1053751
1333137,1304588
2137096,2422851
1249760,1201650
1094429,1245172
1933973,1240608
1604674,1242804
1097352,1242804
1015889,1243848
1672343,756461
1311922,756461
1009922,756461
1280390,1246014
1273752,1246014
2237580,1000270
1073844,1019834
1273367,1272104
2433870,1272734
1200591,1031102
1118215,1095099
1213660,1145037
786240,1243848
1215337,1271297
1356460,1271297
1072886,728327
742029,728327
2111321,746859
791401,746859
1194883,770845
746551,1250285
1228368,1269852
1842539,1032332
1376526,1290790
1833725,1290790
1169649,1090386
1720653,1149831
1076105,1149831
1328136,1227893
1152278,728327
1806985,1081583
1135990,722793
1065076,727013
1867868,728327
2054813,1271506
1286697,1044461
1255443,1068998
2443389,1149831
1337050,725363
1283219,725363
1948042,1081583
1885683,1081583
1826678,1081583
1816187,767807
797902,767807
1834900,1246179
1193455,1267691
1064771,1062475
1463093,1231617
1236212,1231617
1293887,1236220
1148601,728201
1126154,728201
1113449,2303547
1005577,1256288
1025382,1264504
2041973,1266106
1068660,1022370
1353902,1282193
1456459,1293959
1115789,1656525
1237861,1214484
1326660,1222800
1883645,1228398
1091112,758327
1218712,758327
1036841,1245172
1155229,1032846
1680983,1266237
1634991,742112
1211728,749451
1407399,749451
2435909,1004527
1464106,1251139
1463933,1251139
1463853,1251139
1188485,1251139
1609994,1251139
2186404,1048737
1149805,1173740
2340863,2432662
2489133,2440232
1231726,1228389
2496129,1251147
2446584,1251147
1091421,1250947
1250062,1271885
1451325,1293883
1067626,1109313
1351688,39504
1351617,39504
1286998,39504
1000202,790550
797445,1281157
790317,1281157
1611282,722081
2432855,730986
1110978,733315
1179523,1264225
1154489,1265719
1101702,1265719
2463181,1266574
1335664,1266574
1538734,1799275
2383842,1026637
2195391,1026637
1179212,1043133
1194137,1089050
1041221,1089050
2276758,1093832
2243002,1093832
1556385,1093832
2371426,1111694
1158525,1147973
2410860,1751142
2177983,1751142
1209810,730986
1657093,730986
1447109,730986
1057056,730986
1055128,730986
1051614,730986
2070178,730986
2325473,730986
1294982,730986
1927290,730986
1752579,730986
1075415,730986
1767939,730986
1682618,730986
1055084,1089050
1061406,738467
2196621,798434
2325145,1260611
1106789,1267546
1050931,1088987
1487022,1129452
1479475,1479292
1719103,745425
1125786,759561
1311478,1311477
1032729,1102256
2221173,1124004
1310732,790149
1202999,735175
1204478,759344
1278629,1001184
1057067,1036522
1047679,2354326
2341870,1304092
1351314,1075690
1330300,1090850
1640758,1262351
1829075,1262351
1829047,1262351
1829015,1262351
1076177,1262351
1266555,773720
1119428,1261626
1173078,1332261
1170002,1177776
2489464,1228353
1212519,1228369
1045220,728201
1769702,728201
1024716,1262191
2353166,1020109
