son,parent
1631471,1264476
732356,1264476
1022092,1265660
1235647,1271652
1140193,1034506
1669796,1044750
798265,1044750
1297572,1077266
2350379,1092192
2166328,2166329
1251281,1131000
1023853,1145067
2440693,2449230
1015976,155369
1273307,759221
1058995,759524
1205369,1265918
2101720,1266109
1462393,1266483
2164778,1273380
1205654,1075795
1021909,1245896
1473267,1245896
1211850,1245896
1666250,1232926
2496215,1250238
2496207,1250238
1456012,1262221
1154226,1262434
1266836,1266835
749258,1300442
1363766,1088987
1047361,1102167
1633170,1137998
1243646,1004920
1320653,1015132
1922935,403884
1676689,725249
1138455,728357
1050374,1265981
2305702,1029274
1552361,1552359
1250018,1579619
1235679,1102551
1948953,1113398
1192592,739281
1315912,739281
2322708,739281
1739085,1250500
1044290,1250731
1203581,1262425
1072957,1266338
1281982,1031005
2440763,2280701
2491215,1739291
1077324,237008
2236303,352240
1205749,1016007
1577012,1131316
767790,352240
1755397,1011518
1072670,1011518
1165806,1271481
1685710,2489647
1192687,2489647
1099586,2489647
1119187,1262355
1000130,721709
1334246,725363
1549057,746859
1333961,770845
1042134,770845
1055787,795948
1151500,1250097
1176610,1258859
1008525,1264178
1133814,1227893
1428016,1081583
1604309,1081583
2107025,1081583
1809197,1081583
2029966,1081583
1799781,1081583
2330667,1081583
1096127,740556
1975430,745425
1190313,759561
1228420,796389
1238357,1250237
1117193,1006608
1037102,1262421
1170633,1266645
1088046,1270701
1270429,1058461
1102386,1076198
2480932,1179017
1258780,759561
1273336,1270701
1226272,760564
1037644,760564
1005872,1003515
2285459,1251880
1537609,1008475
2126099,1272783
1255402,1273396
1082859,1073000
2111640,1338015
1633117,1633116
1121650,735175
1201151,1262351
1829027,1262351
1829007,1262351
1828995,1262351
2494630,1262351
1115835,1145135
1100896,131318
2023327,1019348
1612362,1019348
1854588,1019348
2063419,1019348
1012409,1281043
1243573,1281043
1009080,2081260
2311371,1101283
1115277,1146881
1779052,1228536
2012035,1271654
1740611,1271654
2154146,1271654
2311391,1101283
1273332,1233152
2283742,725580
2439305,725580
1080372,1012990
1191990,1264467
1037716,1293880
1331563,1331562
1146828,1135585
1242732,1189891
2439891,1838149
2243236,1838149
1837925,1838149
2412835,728113
1144720,1015114
1326096,1326425
1111654,1101846
2471840,1121676
1121674,1121676
1984965,1218246
2372186,1218246
2080911,2452828
1136733,136064
1228623,725969
2306577,732328
1221790,1005242
1425284,1005242
1283709,1262413
1000177,1289639
1960523,1060320
1204888,1094851
1077607,1094851
1189528,1165625
1259085,732328
1264068,792081
727006,792081
1414128,1281993
1149370,792081
1228332,736447
775994,736447
1458776,779544
1458270,779544
1105924,779544
1333448,779544
1039306,779544
1018268,779544
1425593,1262390
1479730,1264056
1726666,1267634
2397834,1047663
1183902,1065634
2409576,1568160
1846380,1013413
1958358,2494104
2367417,794482
1077575,1000241
2488750,1005728
2454721,1007792
1148174,1007792
1101956,1007792
1074491,1007792
1259510,1007792
1238740,1007792
1237190,1007792
1235110,1007792
1233763,1007792
1232313,1007792
1271686,1260126
1004462,1260716
1975757,1267545
1483169,1267545
1334842,1306302
2437679,1319633
1810057,2419140
2486931,1256066
1154727,1256066
1956334,723008
1175416,723008
2196910,723008
2196786,723008
1074097,725383
1039515,744612
1233197,779436
1227360,1250177
2340156,1250177
1167903,1250213
2124832,1006393
1117369,1262194
1076440,1262206
1837280,1015741
1782136,1015741
2294007,1015741
1381397,1265768
1528505,1265888
787182,1266772
2442369,1535160
1574478,1068372
2172937,1634355
1336958,2252238
1700555,2272726
2097543,2455933
1243178,2455933
1052748,1257046
1127348,1015741
1268686,1123127
1265522,1123127
1255242,27413
2420808,723906
2069996,750542
1245071,1247287
2491622,1254085
1114185,1015052
1022954,1264329
1241310,1267445
2439301,1304502
1944544,1078324
2114238,1078324
1796103,1096147
1477802,1105100
1149121,1192588
1279312,1192588
1457664,1011289
1457653,1011289
1457641,1011289
1457581,1011289
1457569,1011289
1457529,1011289
1457509,1011289
1457501,1011289
1791420,1011289
1172183,1011289
2007903,1262245
1056892,789700
1048185,1262422
2179189,1265731
1104474,2489939
1260189,742746
729681,750621
1026809,1005777
1052836,1015186
2258595,1244067
1137878,1252098
1330950,1011417
1149062,1262241
1073656,1025641
1980565,1280882
2202981,1285552
1995499,1073499
1017968,1073499
1050723,1262157
1750547,789747
1037759,790237
1739166,1250500
1053835,1266708
1621151,1124339
1002098,1421872
1762284,1464963
2434525,2280701
1064673,1226130
1546922,2496171
757207,1250731
1923740,352240
1392909,352240
1838171,723581
2448072,758357
758832,1001916
2105146,1262213
1487338,1266510
1267541,1267538
1021012,1022537
2133284,1284239
1911950,2489501
1776565,2489501
1190543,1265787
1059818,1228285
1193744,1271481
2183605,787593
2099596,787593
1784522,787593
1248639,787593
1110753,1249310
1282300,1262204
1015781,1272627
726100,1059997
1062216,1082095
2252009,2435188
2341554,728154
1200871,787593
1017530,787593
1186596,1262204
1073853,1262204
2271421,1013974
2016317,1013974
2496131,1332116
1216464,1332116
1282296,1332116
1120765,468157
1873629,786224
1107212,1244902
1069199,1265970
1072729,1266110
1338748,1338745
1057895,1111162
1262716,2491588
1160665,787235
1190455,787235
2392681,1244902
793843,54506
1122840,782015
1098116,1262191
725379,1265982
1001377,1022370
2490613,1027952
1277498,1087905
1043365,1155665
1023865,1222800
1462722,1284631
1258026,28705
1068721,742968
1220878,752272
1554413,1243167
1999126,1253562
1065095,1262407
1333343,1272141
1185098,1050813
2042259,1300785
1779163,1074413
1157864,1333775
1554277,1337100
1279518,1090075
1941136,2435212
1218111,731266
1114198,1250374
1083639,1262339
1008780,1017408
1118717,1046730
2288163,1319378
1216328,1091050
1424849,754906
1212802,1250119
1162633,1262355
1063657,1281947
2183087,2489647
1504779,722793
1058774,725363
731798,728327
1086129,1250097
1249783,1258859
722534,1264465
1842540,1032332
1243534,1033300
1335672,1307820
1270123,1090386
1195482,725363
1336483,725363
2261507,1081583
1444547,1081583
1872469,1081583
1146492,1081583
2117482,1081583
2299498,1081583
1927418,725580
1272398,1016755
1271263,1031876
1029447,1068968
1070143,1089745
1029415,1089745
1111388,1124352
226687,742610
1054466,2425175
2028617,1838149
2361957,1838149
1060268,728113
1136953,766732
1112183,1262416
1092639,1025727
1092807,1218246
2089291,277229
2444462,318647
1930175,725263
1785845,725969
1233760,725969
1014796,727272
2239746,732328
2491119,1250807
2449992,1250994
1148333,1005242
1378844,1289639
1019833,1060320
119555,1136571
1141456,2472066
2097444,732328
1630472,792081
1076231,792081
1122653,792081
1094683,792081
1610333,736447
1121669,736447
1273319,736447
1271378,736447
798988,736447
1164251,743583
2300893,743583
1076516,779544
1029547,779544
1544200,1267634
2440589,2084774
2464567,1108989
1139408,779544
2091953,1089202
2002599,1007792
1186467,1007792
1040536,1007792
1271733,1007792
1259517,1007792
1255146,1007792
1233768,1007792
1132698,1255233
1045767,1262397
1335692,1265684
1146082,1267545
1273103,1272386
1805779,1079552
1133634,1138878
1918229,1140416
2242805,2419140
1068055,1267545
1114485,1256066
2296330,2296334
1759738,723008
1032981,771128
783317,794277
2340135,1250177
1266501,1250177
1046859,1006461
2364435,1015741
1025718,1015741
1021549,739281
1251194,1250281
1739137,1250500
1087644,1262130
1047322,1262425
1016598,1262425
1271626,1271625
1677373,1029973
2058953,1301748
2136515,1061850
1621148,1124339
1217415,1170797
1359319,2489960
1265952,2489960
1506960,2489960
1166595,181697
2005906,1035158
1355977,1035158
1023058,1035158
1547091,1285552
2244305,1042057
2124286,1073499
1137557,1074065
2277230,1082783
1759925,1147772
1707444,1265305
1083995,1265305
1239253,28476
1211537,742610
1032934,1264467
1284467,1277357
1451145,1293880
1451137,1293880
1571597,1295741
1104818,1089745
1033926,1089745
2466456,742610
1124490,742610
2062922,742610
2427006,1838149
1336865,1838149
2301048,631333
1596957,728113
1596949,728113
1596945,728113
1265676,728113
2323875,732377
2469185,747115
2076780,766732
1331556,775827
1142025,1010363
1107838,1273363
1204120,1274603
2435170,1087666
1042401,1101846
1094406,1218246
2136745,1218246
1310992,136064
2062261,725263
2199375,725969
1121621,725969
2477557,727272
1205690,732328
1622384,732328
767797,732328
1257309,1249619
1435846,1250994
1584058,1250994
1187210,1013011
2306614,732328
1262274,792081
1268079,1146460
1630592,792081
2441812,736447
1166821,736447
2308650,736447
1243502,736447
1147361,743583
1458309,779544
1940722,1267634
1373279,1267634
1233844,1017686
775176,1047663
2240790,2341292
1118756,1047663
2412422,727985
492927,727985
1546117,758294
1178623,780643
1273438,783400
2472684,1007792
1236960,1007792
1162382,1256066
1118338,1256066
1023829,1264493
1267952,1267545
1184503,1267629
1808213,2419140
1018048,1267545
2022360,723008
1659592,723008
2413727,723008
2196865,723008
2095069,723008
2174863,726068
1111464,794775
1659456,1006393
1123056,1006461
1038022,1006461
1251325,1262206
2250536,1015741
489811,1265768
759183,1265916
1746202,1266111
2018453,1039918
1112906,1123486
1070440,1123486
2198670,1425040
2362772,2455933
1280299,1230471
2413639,723008
1062099,1257046
1101112,1090840
1250304,1284284
2456068,1015741
1890102,1015741
2420815,723906
2420775,723906
1777441,724717
2069995,750542
1431204,1011289
2127790,1011289
2028689,1011289
1061742,1015052
1677980,1262285
1604485,725580
1337197,731724
1079559,1006100
1203230,1264467
1327093,1265766
2130618,1265766
2116489,1265766
2127586,2127591
1201804,1089745
1109973,1089745
1131854,1131764
1335926,1148462
1007076,1168787
1250166,1217346
2432623,1838149
1837905,1838149
1922647,728113
1596950,728113
1334332,728113
1759007,728113
1758995,728113
2000651,730815
2323876,732377
1071710,738722
1172219,771651
1253752,775486
1115827,1001416
1249540,1011592
1277987,1265424
1022995,1023001
1282540,1269006
1053151,1282073
1212359,1307139
1163317,1067206
2442241,1095184
1027440,1101846
2303227,2491612
2485514,1273363
1039973,136064
1105207,727272
2323623,727272
2458203,732328
1609888,732328
2306637,732328
2306565,732328
1251017,792081
2335120,1244755
2128056,1250994
1517864,1250994
1316769,1254309
1051158,1255301
1337281,1262413
1086213,1265756
1018746,1267430
1280051,1280052
2183044,1289639
1000181,1289639
1251090,1069380
1280886,1227917
1265000,2472066
1246978,732328
1039929,792081
1032725,1281993
1144624,792081
1044671,792081
1027058,792081
1031660,792081
1458226,779544
1094656,779544
1016477,786851
2093609,1265618
1772153,1267634
2434643,1677614
1672546,1677939
1182639,779544
1033905,779544
724501,750620
1316917,1245840
1463885,1251139
1463624,1251139
2337456,1251139
1009141,1251139
1250107,1251139
2306931,1251139
1115332,1265682
1013017,1265798
2172853,1144741
2169060,2437555
2462115,1251147
1017739,1251147
1250310,1251147
1329401,1251147
1260280,1270452
1067017,773720
1374694,1265639
1247976,1266240
1185100,1177776
1170373,1177776
2277407,751530
2277391,751530
1925583,1245604
1309248,1245604
1121085,1250194
1104166,1250194
1076136,1250194
1106519,1266237
203858,1269775
1140310,1077221
1033792,1097031
1264172,1169573
2427331,1183547
1651175,2489545
1120033,219571
2266841,725997
1357712,764554
1171441,786142
2170490,1245172
2170466,1245172
2170458,1245172
2170287,1245172
1516961,1511787
1511785,1511787
1042586,1009242
1173409,1264358
1096901,1245172
1740662,1231049
1122958,34811
1200339,747597
1097845,747597
1070161,747597
1618752,784762
1014524,792339
1332779,1261946
1158268,1265897
1972773,1265905
1267515,1267496
1327996,1327999
2145196,2186600
1058527,1041248
1706533,1510466
1280461,1251470
1089263,1015376
2306329,1265631
1318796,1028083
1011930,1028445
2338245,2353059
1740786,1307670
1334236,1318768
1254195,1228361
1450954,1262435
1948119,1089002
1017847,1265664
1262156,184469
1159045,28435
1400199,28435
1400195,28435
1256817,739561
1649955,797348
1170867,1259436
1125568,1265986
1681548,1266283
2463880,1030783
1248402,2437488
1270643,1227888
1294733,534909
1002761,728012
1335710,1255103
1188794,1256738
1091062,1265685
1067466,1051567
2161058,1058408
2495667,1106695
1347255,2449511
1272269,1231068
1351648,39504
1000211,790550
1011981,722081
1073911,749360
1146028,798683
2206613,1006536
1328952,1009407
1098194,1262159
1001710,1262428
1103591,1028269
1322185,1284996
1273137,1115725
1098234,1124065
2002521,1107544
2429120,1149710
1257403,31247
2393526,155369
1071795,725214
2191321,759524
1273101,1262236
1224534,1265607
1111032,1265762
1014719,1265918
1327602,1273380
1077176,1037052
1198520,1245896
1255231,1254065
1088529,1015132
1057174,1265791
1261084,1266273
1087657,1271895
1652884,1043093
2266098,1056884
1480550,1334288
1065980,1111156
1102053,156795
2283639,403884
1850754,403884
1934500,725249
1233168,725249
1277616,1005120
1192930,1265981
1400769,1266196
1283469,1040976
2109995,790060
1053359,1242611
1256818,28476
1529230,725580
1507301,1264467
1042473,1265766
2483909,1089745
1074151,1168787
1121198,1189891
1015037,1189891
1745717,1217346
1003119,1071189
1258942,1017379
1202161,1271311
1237088,1312400
1147710,6460
1228964,725969
1121648,725969
1315185,725969
722615,725969
1157841,790245
2495939,1250807
1969659,1250994
1086423,1265872
1042617,1271362
1033196,1271362
1081920,1060320
1204898,1337262
2166606,1155943
1332760,1171761
2306583,732328
2306611,732328
1094423,792081
1023446,792081
2311747,1146460
1234482,2435708
1093005,792081
2350430,792081
1247249,792081
1206715,547689
2413021,743583
1780090,743583
1139542,758361
1458312,779544
1073760,779544
1602610,786851
1425591,1262390
1773573,1264056
1373278,1267634
1334239,1301755
1677937,1677939
1671183,1677939
1050120,1677939
1183067,779544
1136068,779544
1335820,1297198
1884075,727985
1211297,1007792
1163580,1007792
1034204,1007792
1014050,1007792
1254995,1007792
1061556,1262397
1335749,1265210
1133169,1271892
1095053,1140416
1248875,1140416
1110473,1227881
2486929,1256066
1224936,1256066
1089809,1256066
1091029,2296334
2196804,723008
2374419,723008
2095068,723008
464511,723008
2489644,1244903
2106928,771128
782240,778691
1250212,1262206
1704263,1015741
1887258,1015741
1835433,1015741
1009130,1015741
2323577,1264023
1772761,1265888
1086411,1267354
1001826,1086454
1023627,1123486
1889892,1425040
1079195,1227933
2413710,723008
1158263,1250177
1249827,1123127
1995669,141840
2234504,1247287
1671853,1011289
1457666,1011289
1435450,1011289
1261681,1261687
1175277,1262285
1172619,1262426
727346,1264221
1144063,1265819
1201770,1024886
1873588,1024886
1285952,1139391
1958244,1228599
1457619,1011289
1457607,1011289
1987528,725580
1333315,1241613
2323305,1255267
1137053,1265766
1326737,1305276
2127593,2127591
1172861,1089745
1275590,1089745
1006967,2425175
1922644,728113
1301696,728113
1257086,730815
2323871,732377
1242538,759732
1064067,771651
1096811,1009187
1092092,1018973
1311417,1311416
1833427,1833426
1110239,1121676
1273968,1218246
2440597,277229
1165997,763275
1183286,1005959
2418627,1028686
1210859,1072126
2047848,2498809
1165211,1113398
2073525,403884
1053951,768125
1078343,1000183
1784657,1007745
1762899,1007745
1087238,1266339
2489570,1034899
1197032,1300464
1000245,1108680
1092354,1149348
1004724,1673026
1475946,1001312
1475914,1001312
1024853,1332238
1072604,751709
1020741,748920
1195322,1265719
1211364,1018782
1004226,1267273
2383814,1026637
1823840,1026637
2292716,1030191
1130323,1030191
1135937,1293206
1569163,1294760
1532056,1333770
2026215,1089050
1270019,1089050
1335435,1111694
1059144,1113164
1196318,1136725
1117864,1163068
1905870,1905869
2153470,1905869
1748888,1751142
2196048,1751142
1537451,1751142
1974983,730986
1250635,730986
1055481,730986
1162342,730986
2286588,730986
1218733,730986
1338411,730986
1889881,730986
2446689,1250877
1078307,1751142
1243988,1244067
1160139,1252098
1004114,1006578
1415836,1011417
1013486,1264474
2258920,1265305
1282802,1281147
2408864,1035158
1030264,1337731
1073006,1265305
1239133,790237
1138316,1262373
1074026,1266338
1043460,1266338
2006615,1029973
2292793,1029973
1117318,1033025
1267812,1293974
1423805,1112151
2428241,1124339
1271737,1132774
2496416,1421872
1349478,1250731
1085848,1250731
752876,1271625
1301564,352240
2101363,352240
2335812,352240
1754968,726372
2322600,1265695
1109264,1265787
2052340,1284239
1200928,2489501
2052877,1011518
1185234,1228285
1034878,1228285
2009261,399242
1029579,787593
1017888,787593
2401090,1249310
1175662,1262204
2468432,1013974
753441,1267786
2489546,1025525
1649774,1025525
1553827,1025525
2338227,1025525
2487773,1092512
1009892,1098295
1202972,1132564
1056694,1132564
1634748,1634746
1407724,769807
1245180,787593
1124291,787593
1095935,787593
1199394,1262204
1074805,1262204
1072801,1262204
1025052,1030585
1123438,1332116
2398524,1250219
1453767,1332116
1997969,468157
2029392,738409
1980918,786721
2359592,786721
1465320,1262203
2355181,1266713
2355177,1266713
1333066,1035064
1086426,1065361
1410931,1152669
1262170,728201
1312919,1016057
1066143,1022370
1103035,1027952
1025531,1059492
1267912,1155665
1886612,1228398
1219291,1059492
1048607,1214484
1041345,28705
1076640,742968
1272916,782135
2089088,1246179
1018757,1267691
1681223,1039028
1167229,6460
2442567,725969
1099319,725969
1078453,727272
1275883,727272
1317471,732328
2306600,732328
1077425,790245
2318538,1244755
1095002,1094851
2166605,1155943
1229280,1165625
1303674,2456252
2461402,6460
1076060,732328
1070458,732328
2306624,732328
1186722,1249619
1756415,1146460
1123340,1146460
1116435,792081
1136788,792081
1287485,736447
1184313,743583
1309376,758361
1109193,779544
1479719,1264056
1317146,1267634
1061475,1267634
1959128,1089202
1054528,1089202
2311111,1202477
1397018,1145602
1153775,1164552
1152286,1164552
1138323,1164552
1248720,1164552
1832569,2411271
2091496,2243533
2449629,1228410
1463649,1251139
1076416,1251139
1140496,1036418
1018027,1036418
1121260,1087236
2347368,1613660
1036278,2432662
2339333,2432662
1826284,1482855
792242,742833
1040495,1251139
1082173,1266635
2349677,1336108
1139387,1228389
1176018,1231806
2163375,760456
1252330,1247645
1254150,1000144
2418800,1001949
1272573,1252147
1650729,1262164
1233221,1281425
722561,1174955
2255647,751530
1687553,1245604
1259438,1247696
1461394,1250194
2101998,1250194
1003153,1250194
1375539,1013120
2482088,1266237
1101924,751530
2265274,569145
1017489,725164
2266840,725997
1272441,785974
2094886,1245172
2496184,1250372
1100183,1250759
2132176,1511787
1511792,1511787
2281594,1265728
1465231,1266688
1135645,1266700
2290527,1027021
1075750,1273358
725436,1032846
1059550,1076628
1196070,1382733
2372664,2422851
792529,2437529
2413270,1245172
1075754,1245172
1149346,1273358
1000218,723907
1284287,1012603
1276509,1012603
1271337,1271336
1941577,1072442
1013702,1074598
1107415,1076056
1092051,1091103
1963037,1103893
773857,1213687
1450971,1262435
1121682,1121679
1215359,37556
1050493,166972
2073052,559330
1077073,747597
1074165,747597
1106574,750500
1193990,790124
1168372,1262436
784768,1265897
2204026,1266239
1281480,1281482
1326778,1285823
2002333,1300063
2302119,726410
1250680,750500
1081297,1267496
1233679,763275
1222910,1265617
2048179,1265836
1308522,1308521
1110797,1220311
1174027,1091036
1108315,28435
1261904,28435
721453,732438
1274148,1249578
1272076,1259782
2268135,1043898
1091019,1108879
765834,1108879
1170858,1184247
2472354,2437488
1102076,723298
1090305,797455
1203756,1011496
1572774,1011496
1786095,2113319
1071228,1075374
1179624,1141859
1969748,39504
1351637,39504
1000206,790550
1628651,1262291
2415334,722081
2391794,722081
1737659,749360
1094732,798683
1202214,1257970
2100591,1265660
1150555,1041613
1956961,1050595
1995300,2117802
1061538,1076015
1296495,1076015
1102442,1175221
1293672,2437408
1676184,1932359
2355287,1107544
2153743,31247
1327415,763377
1026528,787681
1177388,1245896
1170947,1245896
1378847,1250163
1009683,1273380
1429448,1064471
1069499,1072406
1473176,1245896
1249062,1245896
2249238,725657
1285486,730986
779618,730986
1250321,733315
1246401,733315
1270391,765750
2178914,1253374
1324660,1273618
2170027,1026637
1283550,1284291
1046962,1293206
2026154,1089050
2026122,1089050
1386856,1089050
1025695,1090481
1027912,1093832
1255123,1147973
1216568,1163068
2076195,1751142
2046639,1751142
2282114,730986
2324557,730986
1635056,730986
1348869,730986
1195044,730986
1103918,730986
1889884,730986
1348865,730986
1187315,730986
1182003,730986
1431904,730986
2424376,730986
1055643,1089050
1807892,725580
2323307,1255267
2361092,1262431
2094788,1265766
1053146,1089745
1266491,1838149
1100130,2302105
1922646,728113
2000654,730815
1761572,732377
1306977,788164
1083216,1265845
1205178,1267893
1000881,1025727
1610748,1092120
1051291,1121676
2139899,725263
1224719,727272
2306636,732328
2306608,732328
1005722,1252241
1000960,1262413
2436714,2077282
1161707,1031774
2439690,1304314
1807657,1060320
2001156,1852390
1127974,1141113
2348624,1171761
1053917,732328
1573290,792081
1242833,792081
2252859,792081
1878647,743583
1458773,779544
1458279,779544
1479731,1264056
1585450,1264056
1258554,1265964
1235400,1271184
1169687,1677939
1289589,2494104
1388580,725132
2454720,1007792
2454696,1007792
1185192,1007792
1117101,1256066
1198677,1045612
1311190,1063987
1442702,1140416
1162599,1140416
1655310,2419140
2390952,2419140
2346871,2419140
1256877,1257524
2486918,1256066
766269,27413
2420797,723906
2325391,724717
2021515,1247287
1250625,1247287
1950079,1011289
2123584,1011289
2008095,1262245
2007990,1262245
1685337,1262245
1050833,1262426
1211732,1011289
2012319,1011289
1457536,1011289
1457532,1011289
1791417,1011289
2007890,1262245
2174263,1262245
1006594,1262245
1779145,1262245
2125074,633651
1759740,723008
1273379,1233152
2059397,725580
2029971,725580
1025310,738370
1143730,783749
1593255,1262431
1102221,1189891
1070357,1071189
1116432,1838149
1837867,1838149
1922649,728113
1337275,728113
1050738,1001416
1860328,1218246
1339151,747115
2002662,1121676
1981544,277229
1051272,727272
2306591,732328
1077426,790245
1172314,792081
779795,792081
2459253,1250994
1328660,1250994
1162857,1262401
1373581,1289639
327639,1289639
2366044,1042954
1255742,1069380
1990565,2491292
1124925,792081
1818468,1146460
1136803,792081
1020820,792081
2065304,726047
1273318,736447
1010158,736447
1831611,743583
1458778,779544
1104926,779544
1553445,1013413
1011343,1013413
1175306,1280107
1786362,1055737
1288522,1677939
2494735,780524
1123443,783400
1255878,1243112
1081868,1000241
2231201,1245730
2454695,1007792
1067716,1007792
1014423,1007792
1236889,1007792
1234570,1007792
1234004,1007792
2216649,1260126
1079785,1260716
1007621,1262397
790232,1265967
1483195,1267545
1103113,1045612
1698758,1079552
1267652,1140416
2307815,1140416
1745614,1190154
1179478,1256066
1152255,724717
1085283,1254085
2008276,1262245
796260,1262245
1177667,1262285
2155594,1078324
2007634,1081197
1002621,1123863
2490875,2439249
2012320,1011289
1457659,1011289
1457615,1011289
1457555,1011289
1504216,1015741
1308242,1265768
1048948,1023522
1181664,1123486
1682741,1425040
2408812,1425040
2340653,1425040
1961636,1015741
2420827,723906
2420791,723906
2420783,723906
1090707,1000860
2333533,1011289
1791805,1011289
1791618,1011289
1169299,1013963
1226712,1262426
1172148,1262426
1175056,1265819
2289765,1024886
1904790,1029701
1273060,1192588
1943578,2440927
1643578,1247287
2018947,1011289
1457650,1011289
1457622,1011289
1457578,1011289
1457518,1011289
1457506,1011289
1791419,1011289
1791415,1011289
1791411,1011289
1056281,1011289
1013960,1011289
1071886,1011289
1057457,1011289
1049028,1011289
1020434,1011289
2007904,1262245
2007860,1262245
1000249,742929
2488028,746205
1356766,754827
1118732,788664
2072553,1265731
2447813,1075707
1325797,1091545
2174026,1113905
1759734,1266610
1207770,1271658
1408010,1010849
1293894,1293955
2294103,1293955
2270373,1164552
1180781,1164552
1162346,1164552
1869899,1164552
1138328,1164552
1111420,1164552
1025040,1164552
1008609,1228410
1819565,2473039
1255950,775282
1464148,1251139
1464023,1251139
2339386,1262706
2456582,1087236
1540575,2432662
2198909,2440232
1195711,1251147
1158091,1228389
1302580,1228389
2334776,1280911
1147628,1174955
1158338,1177776
794474,1995654
1127789,720939
2277409,751530
2277385,751530
1269167,1014357
1020004,1262410
1028547,1265843
1208662,1266237
1061778,1266237
1264174,1169573
1199815,751530
2391540,569145
1064183,740954
757163,756015
1279662,785974
1820649,1245172
2094885,1245172
1969068,1511787
2400206,1511787
1253779,1511787
2367864,1015657
1165215,1271916
2125879,1027021
2238392,1076628
1051988,1081760
1069472,1126442
1157421,166972
1112022,528263
2272393,721037
1219303,732269
1013521,747597
2431401,792339
2487840,1266239
1315883,1316512
1352731,2440853
2303941,2303940
2347455,723907
1585644,1510466
1329938,1015372
1211959,1015376
2306343,1265631
1040604,1270424
1171219,1271336
1392702,1271336
2410691,1028445
1430865,1286035
1048063,1117412
1303708,2212179
2423188,2423190
1541360,2450058
1166546,1262435
732941,1270424
2449506,741313
1133056,763275
1126410,766733
1017267,777224
2474775,1013697
1016127,1343181
1769083,2449526
1272382,766733
1965947,2496256
2275798,28435
1074737,28435
2013254,1265739
2075084,1265739
1510587,1265787
1270469,1277127
1081787,1282071
1270329,1037748
747836,1958724
1198883,2489501
774918,352240
1599186,1265739
1199557,1228285
1052338,1228285
1125743,6460
1289768,136064
2456417,725969
2306632,732328
2469574,778874
1458078,1250807
2393787,1197904
1118810,2491292
2030101,2491292
2407637,2492180
1792676,1146460
1850451,1024886
2144616,1024886
1499743,1024886
2155595,1078324
1051418,1078324
2382915,1096147
1457662,1011289
1457618,1011289
1457562,1011289
1457502,1011289
1332375,1011289
1139404,1011289
1054610,1011289
1126379,1262245
724710,779929
1052815,786839
1020482,788664
1640873,1265731
725769,1265731
1266685,1271373
1266681,1271373
1271661,1271658
1080720,1308353
2393376,1145539
2374418,1266610
2100178,1017754
1546754,750621
1228286,1256742
2278204,1010849
1841412,1010849
1158417,1265809
1334439,1147501
1152489,1164552
1149369,1164552
1127283,1164552
2354754,773325
1023144,1293955
1739933,721532
2178214,775282
1463915,1251139
1333130,1026381
1080523,1273384
1146325,1283776
1326259,1284840
728164,1336108
2411864,2233487
1217721,1172269
1069404,1172269
2440326,1229835
1148911,742833
1315867,1251147
1237952,1270452
1197526,773720
1193715,773720
766359,798443
1166239,1261626
1127697,1264714
1254122,1264714
2487255,1266240
1267505,1267495
1530255,1034235
1413437,1040024
2449972,1228353
2435214,1995654
2016654,720939
2277401,751530
1076439,1250194
1250141,1250194
1061517,1008904
1275924,1014357
1196085,1262410
1068468,1262410
1033818,1265920
2405712,1102629
2438609,2438610
2472126,2489545
1631247,1337771
1014478,569145
2318532,725164
1246312,1253807
1687399,1009242
1129949,1262385
1145596,1284802
2432939,1139129
2394596,2422851
1127622,2422851
1592897,2422851
1305274,2422851
1103814,1032846
1018235,784762
1074901,790124
1007393,1000143
794398,1001340
754569,1254662
1103509,1262436
1099040,1271905
1021116,1294887
1000959,1294887
1273056,1103867
1101971,1150083
2176748,2494365
1160832,1267496
2436182,1254132
1196169,1015376
1278331,1263236
1192627,1265810
1254460,1265830
1006684,1265830
2325875,1089002
779396,1267507
1273024,1271797
755477,1029519
1296747,1280929
1164306,1055983
1209228,184469
1187467,766733
1225520,28435
2275818,28435
1095695,28435
762331,28435
1184082,1256075
1029085,1029908
2457670,1279041
2268136,1043898
2386517,1117022
1183395,1211492
1202486,1265889
1346988,1346981
1004879,1476724
1351719,39504
1351614,39504
1026519,39504
1628652,1262291
1185740,722081
2169986,722081
2439254,749360
1113737,749360
1072910,749360
2001953,1266612
1779015,1266612
2396379,1050595
2473293,1092192
1056546,1149710
2098697,1107544
1207167,783400
1039130,1243112
1249295,1243112
2454713,1007792
1067805,1007792
1235114,1007792
1233879,1007792
1366475,1262397
1132496,1267545
1221555,1035440
1280320,1280323
1337329,1319633
2450673,783400
1160249,1256066
1674795,723008
2413712,723008
2196798,723008
1322538,723008
1759737,723008
1718091,1244903
1151314,794277
1948705,2041757
1266602,1250177
1250869,1250269
1262350,1257046
2489634,1015741
2419246,1015741
2128315,1015741
1301438,1015741
2324824,1015741
1253326,1015741
1028404,1265888
726087,1265916
1250736,1266772
1838754,1050799
1338612,1338611
1315578,1086454
2442594,1123127
1172497,1123486
1078261,1123486
2161549,2455933
1012767,2296334
2413684,723008
2489553,1257046
1194010,1257046
1070347,1257046
1019071,1257046
1073296,750542
2057339,1247287
1332762,1009249
2359488,1011289
1216614,1262285
1008771,1265213
2089533,1265654
2155596,1078324
