证	0.0679629	-0.0547529	0.00446151	0.0903715	-0.108025	-0.0280604	0.000575695	0.0405668	-0.134687	0.0538618
小	0.0276514	0.00433531	-0.0403503	0.0292541	0.0549055	-0.0114755	0.0417466	0.0242526	0.0452372	-0.0663442
医	-0.193186	-0.199913	-0.207957	-0.0393643	-0.0650131	-0.0552384	0.185675	0.08246	-0.0340327	-0.0685697
美	-0.182211	0.0607703	0.214887	0.186528	0.0572554	0.248748	-0.0771199	0.666202	0.0720797	-0.0492065
数	0.0851848	0.452373	-0.0730108	0.471609	-0.0368649	-0.101959	0.372133	-0.179457	0.303913	0.129126
别	-0.068956	0.0483829	-0.0908398	-0.0750052	0.0465049	-0.0487087	0.0472882	-0.071485	-0.0666474	0.0366999
（	-0.0206215	0.00578553	-0.0235712	-0.00842459	-0.0429537	0.0580282	-0.000884434	-0.0205413	-0.0183467	0.064515
户	-0.00863417	0.198849	-0.268473	-0.347899	0.252788	0.210025	-0.160875	-0.335901	0.0984382	0.00877638
力	-0.0762631	-0.142767	0.108196	0.0772499	-0.0389959	-0.0900953	0.096757	-0.0988321	-0.164432	-0.0749899
择	0.0468068	-0.0880646	-0.00969532	0.0187888	-0.0504681	0.113489	-0.0283578	-0.0534666	-0.013251	-0.0217743
平	-0.0356353	0.052471	0.0412517	-0.0840271	-0.078395	0.0303906	0.0243423	0.00534746	0.0125749	-0.0386111
企	-0.0143267	-0.138659	0.230616	0.025591	0.126937	0.135065	-0.0575511	-0.0989638	-0.129862	0.0836585
场	0.0547213	-0.0862519	0.00683096	-0.0846109	-0.0734216	-0.019426	-0.059954	-0.122884	0.0328032	-0.0491873
于	-0.0509811	0.0662829	0.0297998	0.00314376	0.0742822	-0.0160842	0.0380927	0.0435127	-0.053671	-0.0313472
通	0.213609	-0.148973	0.157455	0.00245732	0.0440889	-0.0879993	0.0163731	0.136436	-0.158853	-0.134086
子	0.00852607	-0.00667892	-0.214618	-0.087428	-0.0735619	-0.0298815	-0.33704	0.0658522	-0.209938	-0.152819
）	-0.0184787	-0.0172122	-0.00341082	-0.0251718	-0.0365499	0.0144909	0.00785157	0.0671035	0.0123175	-0.00765942
法	0.0672375	-0.00408382	-0.359676	0.0226287	0.357757	-0.131956	0.18663	0.142537	-0.190065	0.195228
推	0.165789	0.100079	-0.24494	0.0361168	0.154444	-0.0130768	-0.185082	-0.0571063	0.0167933	-0.0868126
就	-0.024529	-0.0877743	-0.0292236	-0.129653	-0.000492748	-0.0128115	0.08853	-0.0280681	0.101249	-0.0230587
物	-0.503828	-0.0920067	0.145465	-0.245558	0.438963	-0.356322	-0.190486	-0.225571	-0.0756986	-0.389528
或	0.00137061	0.0251953	-0.0114983	-0.0416041	0.00846179	-0.0308561	-0.0260554	0.00134337	0.0618463	0.000922935
化	0.0125231	-0.0692172	-0.05342	-0.0134477	0.0480073	-0.0898586	0.11322	0.137593	0.108738	-0.0396956
文	0.279745	0.101029	0.405387	-0.270389	0.281916	-0.000212319	0.198355	-0.0252072	0.00961326	0.0264165
找	0.149937	-0.0700421	0.0144745	-0.0942416	-0.1849	0.0881229	-0.015712	-0.0961332	-0.00249484	-0.0245873
招	0.097646	-0.210851	0.0379571	-0.014591	-0.0841185	0.161015	-0.105661	-0.147657	0.0700502	-0.0176191
女	0.0984383	-0.130648	0.0791421	-0.0300735	0.186077	-0.0152029	0.086764	0.108163	0.0767995	0.135859
